artist,album,track,uri
Renata Toscano,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),See You,7BGjM1IVYNxBm8NdXWwDfn
Luciano Pereyra,Te Estás Enamorando de Mí,Te Estás Enamorando de Mí,0VKNy1fBPb3ZcMJE3v17VF
Glenn Travis,Feel My Love,Feel My Love,6P415bdEuyzdqSp8BHvQ6Z
Residente,Bellacoso,Bellacoso,1kMUGCt7XLDc5Q64Vl0H8S
Nicki Nicole,Me Has Dejado,Me Has Dejado,6ojA83SXbJ5BKpJucn3j6R
El Taiger,Blychy,La Guariconfianza,234PYuEChhjwv4GeT12pap
NF,Perception,Let You Down,52okn5MNA47tk87PeZJLEL
Tate McRae,Teenage Mind,Teenage Mind,70vdb3Nf9sUaOax5c6phOT
DJ Yayo,Esa Mami,Esa Mami,7M3ERUXyBIdEbqwUGFgCzO
Grace VanderWaal,Just The Beginning,Moonlight,4XrvRf68c9H4orZZ9KoldQ
Rex Orange County,Pony,Pluto Projector,4EWBhKf1fOFnyMtUzACXEc
Bars and Melody,Generation Z,Allergic to the Sun,1en3Fy6Ntn6s1OQJCMd7ll
Jules LeBlanc,Birds of a Feather (feat. Brooke Butler & Hayden Summerall),Birds of a Feather (feat. Brooke Butler & Hayden Summerall),6xoq9euzD1Ttt1mIUkzV0w
Alessia Cara,Know-It-All,Scars To Your Beautiful,42ydLwx4i5V49RXHOozJZq
Juice WRLD,Legends Never Die,Hate The Other Side (with Marshmello & The Kid Laroi),0ada5XsQGLPUVbmTCkAP49
Post Malone,beerbongs & bentleys,Candy Paint,32lItqlMi4LBhb4k0BaSaC
Conan Gray,People Watching,People Watching,4JeOesjcWWlprTAvucDSJX
Bruno Mars,Doo-Wops & Hooligans,The Other Side (feat. CeeLo Green and B.o.B),78Z199FfQHt4VpnJzlYaIe
Calum Scott,Only Human,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ
Billy Joel,The Essential Billy Joel,Piano Man,3FCto7hnn1shUyZL42YgfO
Little Mix,Black Magic,Black Magic,33NHr7lu7tCMjK05jUj1v0
Lady Gaga,Born This Way,The Edge Of Glory,57F80059mWaWFvWG3tBTbO
Khalid,American Teen,Hopeless,3JTtZUOiZljuWbNiasfHB6
Frank Ocean,Blonde,Godspeed,34xTFwjPQ1dC6uJmleno7x
24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6FuGJB290AQMAHTfjOYVaK
Nicki Nicole,Wapo Traketero,Wapo Traketero,5ctNuquTVDsfMb9jKzsYu0
Forever in Your Mind,FIYM,Hurricane,2SkNJ4FJtcRaZvdB7Dx36I
Santiago Saez,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Hoy se Encuentran a las Tres,0VoaA4EuLbSID1H5A0Syzx
Papacho Mc Caco,Difusion 2,Suena mi bajo cumbiero,5zJzgONXbPepKOCkeHuwL1
Benjamín Amadeo,Vida Lejana,10 mil,0zdTOCAaRAlT99a3MQztg6
Carmela Barsamián,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Você É Demais,2eOsnOYFUgz5MTK5nIVhJt
Los Fabulosos Cadillacs,El Ritmo Mundial,Vasos Vacíos - Remasterizado 2008,198qSChSMQFuSimdeeY9gK
Cruzando El Charco,Soy,Soy,2eucmvlETqs4wRhvvThfEm
Cheat Codes,Let Me Hold You (Turn Me On),Let Me Hold You (Turn Me On),0g9YbVJCHUqbOFTyoRRgIX
Patrick Doyle,Cinderella,Shattered Dreams,5qrwxWHP93N6mVbIibki4X
Khalid,American Teen,Let's Go,6AIccJIWHGK26xi34FAkwl
Piso 21,Piso 21,Por Siempre a Tu Lado,5AcJFJKGooF4TDLEfikjJq
Tommy Torres,Perderme En Ti,Perderme en ti,4Iak0UOzYRjHNMMxMajkz3
Lauv,I met you when I was 18.,Enemies,3JJYIoJ5FyY9E0DGjr7SXF
La Champions Liga,Somos Nosotros,"Llora, Me Llama",2mcGd6P9lsLv8nPQEeBx1Z
Piso 21,Ubuntu,Besándote,43jclIPKJv9iFiYWVyWqsb
The Weeknd,After Hours,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b
Maroon 5,Red Pill Blues,Denim Jacket,1N857bufDNDocn8hbmoNt7
Jeremy Zucker,"summer,",comethru,18uwL0vNUanqZH0ro2QcOP
The Kid LAROI,F*CK LOVE (SAVAGE),GO (feat. Juice WRLD),6rladQVZPz1K5AgocaUgop
Sebastian Yatra,FANTASÍA,Un Año,2vrpcQNg6itmgVZWsNjWe0
Chano,El Camino,Mecha,346Xh2wHnDIByr5ZDeS7Cl
WOS,OSCURO ÉXTASIS,CONTANDO OVEJAS,47DL8jY6HJD2mlCcTuOWKX
Shawn Mendes,Live At Madison Square Garden,Life Of The Party - Live,3k1gY1Rlpa0TIxiGImfKMz
Ellie Goulding,Pop Nostalgia,Lights - Single Version,0PphjniyQGvOFdR4kEANZH
DJ Icho,Vistima (DJ Icho Remix),Vistima - DJ Icho Remix,3SRclVftU3RJgUH008cKT6
Jorge Drexler,Salvavidas de hielo,Pongamos que hablo de Martínez,3cApCJqmVwE23cxYUADZpx
Kat Dahlia,My Garden,I Think I'm In Love,3U1TuSqHIubBA10cVP7Sk6
Maluma,F.A.M.E.,Felices los 4,1RouRzlg8OKFeqc6LvdxmB
Avicii,TIM,Heaven,0vrmHPfoBadXVr2n0m1aqZ
Hardwell,Hardwell On Air - Best Of January 2018,Safari,689KzZd6tMwac7mepaa57y
Beret,Si por mi fuera,Si por mi fuera,3c7U2Kj8YL8BquVmEhybCR
Maluma,PB.DB. The Mixtape,Climax,11dBc9TfYMquFMO4m0SUf4
Trueno,DANCE CRIP,DANCE CRIP,1kjs5eR4DMzyB0gm1Z8waV
Ed Sheeran,÷,How Would You Feel (Paean),6PJ8FF6UR8FZXfEvpHkIVN
Jeremy Zucker,comethru,comethru,6fFTPGGItuEpjwXRUIr4rk
The Wild Conductor,A Pianist in the Cinema Vol.1 (Movie Soundtracks for Solo Piano),"Married Life (from ""Up"") [Piano Version]",3oliWWebujmLJbodF4fVYq
El Bordo,Hermanos,Lejos,69abH6M0C97G5sT52PWA6T
Maluma,Magia,Primer Amor,47ZFYpPEJhR9J7VXvzTcEn
XXXTENTACION,#PROUDCATOWNERREMIX,#PROUDCATOWNERREMIX,5dkZ2DrcPJrqwlRQe6Q35e
Ron Pope,The Bedroom Demos,A Drop in the Ocean,5JDcQAztvZTIkrWoZihgvC
Louis Tomlinson,Two of Us,Two of Us - Acoustic,79YGfoagW5Z75PDvnZK5vl
Whitney Houston,The Bodyguard - Original Soundtrack Album,Queen of the Night - Radio Edit,7lARcL3Gu0wKcPcQ3t9xiF
We Three,We're All Messed up - but It's Ok,Sara,0zSemnpoUFdtesuHTZ3ifv
The Sugarhill Gang,100 Essential Soul & Funk Classics,Rappers Delight,4ah2I83egBRhCGRGbYNyTw
PRETTYMUCH,Open Arms,Open Arms,2jHDXNIbElEsxxPQ0EVspA
Ivan Armesto,Ya Me Fui (Bye),Ya Me Fui (Bye),4a8jt6QKp4Xch19zBr07W7
Forever in Your Mind,Sweet Little Something,Sweet Little Something,0ra3LcYxZ0DN1dlK22tTYm
Duki,She Don't Give a Fo,She Don't Give a Fo,03a359wbiUsjN9h6yzXvmS
Jacob Sartorius,The Last Text EP,Last Text,4eo7OgglLN8IvArBWLvwhy
Miley Cyrus,Younger Now,I Would Die For You,39vly7Z4VLImfggnEDEUzf
Trueno,La Salamandra,La Salamandra,5Y1KBxx4lx21gyN0Sf6l2f
Piso 21,Ubuntu,Déjala Que Vuelva (feat. Manuel Turizo),1j6xOGusnyXq3l6IryKF3G
Eminem,Curtain Call,Mockingbird,17baAghWcrewNOcc9dCewx
Bazzi,Soul Searching,Fallin (feat. 6LACK),0QI4rT8zBCyv9TE27obkEC
BURNS,Hands On Me,Hands On Me,2GC8vo2NO9u28G7kBIuP0j
Jeremy Zucker,brent,hello old friend,5W5CraIGgWjWocoPMMT8Ph
Justin Quiles,Tu Pollo,Tu Pollo,6XSzJ3PyaVHjyTuFvnCLlE
Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),1pPWLAfELypeAmi0bMdEXu
Smash Mouth,Astro Lounge,All Star,7ntXYU4zboGuq5ZunkrXRB
Shawn Mendes,MTV Unplugged,Bad Reputation - MTV Unplugged,0BfGB5a1YQfgKQRArZVegv
Jacob Sartorius,Left Me Hangin',Skateboard,6F8NaFgdbeu7gykXEsip5n
Wisin & Yandel,"Los Campeones del Pueblo ""The Big Leagues""",La Luz,53Zjas25qARnEB1mCtlsQH
Forever in Your Mind,Rabbit Hole,Rabbit Hole,4NX6kmPqke2UeNRPrbt0Mi
Madison Beer,As She Pleases,Teenager in Love,2IRH2r95UDqvlrrMOgOXjU
Maluma,11:11,11 PM,7KbF6AdprOXEEHlsq11Z6d
Diego Torres,Un Mundo Diferente,Color Esperanza,3T07pNAEVr9adeIG9i1ex4
Bruno Mars,Doo-Wops & Hooligans,Count on Me,3B5UbSndRz907IZhhmUfLi
Shawn Mendes,Shawn Mendes,Fallin' All In You,5I8oEqbk2ZBmQfXCrZbUFb
La Champions Liga,Cumbia villera - La Champions Liga,Si lloras por mi,478ApKGXAag2dOle24S31P
Eminem,Kamikaze,Good Guy (feat. Jessie Reyez),4g32MdRoqwGKQd3NXIRhpU
Zeballos,Asimetría,Asimetría,6puAw7mUAWM2NcEI9Xbg8k
LOUTA,QUEREME,QUEREME,0bhWW1Bve1Ng6kEm8WjiQA
WOS,CARAVANA,FRESCO,0blWPYAfbvpRLVHUcmqmmj
Sebastian Yatra,Delincuente,Delincuente,5ltjit47pp6nXwhYpkilYd
Ansel Elgort,You Can Count On Me,You Can Count On Me,2rxD27lRBLjxC451NDJips
Maluma,Magia,Hoy,1OywwhB979Apoaq2IYAlSE
Jules LeBlanc,Little Things,Little Things,0oTaTGcMhxdTFotrPnHYwr
Maluma,"Pretty Boy, Dirty Boy",Ya No Es Niña,5V0YHCNwlupyZYtyXiRSEB
The Kid LAROI,F*CK LOVE (SAVAGE),BOOTY CALL (skit),1KDsnpM14Y6CXbJHDaRV2B
Pablo Alborán,Pablo Alboran (Deluxe),Solamente tú,7sRXhReWmJF5pqyg3uUTES
Jason Mraz,Love Is a Four Letter Word,I Won't Give Up,5ivF4eQBqJiVL5IAE9jRyl
Olivia Rodrigo,Just for a Moment,"Just for a Moment - From ""High School Musical: The Musical: The Series""",5Yc2A0YtK6PaXT8J1MQ0Rd
Shawn Mendes,Lost In Japan,Lost In Japan,7wvYmO5QscgIDDT0eNwbYX
Galantis,The Aviary,Girls on Boys,4d7GbB5RQckWmvgj9Q1fQa
Morat,Balas Perdidas,11 Besos,5T1MmDTBxXdCzIK0d76fQs
Bruno Mars,Doo-Wops & Hooligans,The Lazy Song,386RUes7n1uM1yfzgeUuwp
Sam Fender,Seventeen Going Under,Seventeen Going Under,1Dp7ASSZVVOPJ85VdLpjOX
Forever in Your Mind,FIYM,Enough About Me,2PADaepzWYcGBtLPZwSgOt
Selena Gomez,Pop Nostalgia,Come & Get It,55YocqDzI9BOM11hrqNa2S
Joaco Terán,Madre Tierra,El Tiempo,4SPLVqGKM33NKE1hfAW3fQ
Dayme y El High,Ajena,"Ajena (with Myke Towers, Dylan Fuentes)",4KXtFUFmPObTROXShFLHZX
Milky Chance,Blossom,Peripeteia - Acoustic Version,0NYUCPsdzxgsOvAxba9ysl
Patrick Doyle,Cinderella,You Shall Go,3LCyleoyB0yNteEGJUw7qy
Afroman,The Good Times,Crazy Rap (Colt 45 & 2 Zig Zags),1ACZpHI5vZ5Ea4xGlkdGWM
Thomas Newman,Disney-Pixar All Time Favorites,"Eve - From ""WALL-E"" / Score",1apH4a4ruRT0F14BJLloIo
Laila Mach,Official Lover,Official Lover,6AcyzAEGYd2Rq6S9ZkIgcX
Tally Hall,Marvin's Marvelous Mechanical Museum,The Bidding,0HBrtXJohbIW4IhPZ50GmH
Maluma,"Pretty Boy, Dirty Boy",Carnaval,3LOQb4np9pTPhlrdIEht1d
Cali Y El Dandee,Sólo Mía,Sólo Mía,1o0waAW9pTnG5jnkJXHQla
Shakira,El Dorado,Me Enamoré,4qknM1pQz53QOyfDVTjcM9
James TW,Chapters,You & Me,1bQhZOoXYqjXs7u7rFXo0h
Liam Payne,Strip That Down,Strip That Down,4Ro98RCK90oHqqSZUnTFq5
Sebastian Yatra,Pareja Del Año,Pareja Del Año,2rCbl9naJYhaxjLsfx88uM
MYA,Día y Noche,Día y Noche,2NZ4Lg677xRbdrlFMOPTcF
Tate McRae,all the things i never said,that way,7l97ElWmIdVHWUaOeeU5ZC
Tainy,Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq
La Champions Liga,Somos Nosotros,Dime Si Eres Feliz,32EZMFSw5JrnEITYHIzqEv
Alkilados,Solitaria,Solitaria - Radio Edit,6cMZeYsKHGcOcbg3laFGuY
Bars and Melody,Covers,On My Mind,5t2l28eJuZfBvTt0u3Xa48
Wolfine,Bella,Bella,1Ft13La2daEGqz5yWJC7lx
Michael Jackson,Thriller 25 Super Deluxe Edition,Billie Jean,5ChkMS8OtdzJeqyybCc9R5
Soda Stereo,Me Verás Volver (Hits & Más),Trátame Suavemente - Remasterizado 2007,62ZroX9gLL60Tg6VcF2tIN
Arnau Griso,Es gratis,Es gratis - Acústico,0GKlIuZcQCiv8bvWgRNiAb
Travie McCoy,Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),2M9ULmQwTaTGmAdXaXpfz5
Olivia Rodrigo,SOUR,enough for you,2TOzTqQXNmR2zDJXihjZ2e
Shawn Mendes,Handwritten,Something Big,59uAvq0IeWRGkCJAki11ve
Sabrina Carpenter,Skin,Skin,03B2SfXuvDh1m9F4tqrX07
Ricky Martin,Fiebre (feat. Wisin & Yandel),Fiebre (feat. Wisin & Yandel),0oFqlgK2LJ9eMlpGBCmRvf
Shawn Mendes,Show You,Show You,5XsnNWuvH1SoE81SHNAtl2
Chano,El Otro,Claramente,7zsgBOY20sX0Z8L4RTdU3Y
Patrick Doyle,Cinderella,Who Is She,674EyffDl7CBIAnIMdcm36
Soda Stereo,SEP7IMO DIA,Persiana Americana (SEP7IMO DIA),09OiYtiWY76FsodXCJ9Ym9
Demi Lovato,Disney Channel Playlist,"This Is Me - From ""Camp Rock""",0vljBgEihRbsXUkmr1bywL
WOS,Fms Final Nacional Argentina,Fms Final Sangre - Live,3ikP7EXVMs8gFzN58EFw7Y
Polo G,THE GOAT,I Know,40j4RoqmLiivqzRObbQ4BF
HRVY,Talk To Ya - EP,Personal,33KJ2xFYONOlIYDBg6wPx8
Carla Morrison,Déjenme Llorar,Disfruto,0zTSmiDzVkIPUPjsHcUWpe
Kevin Quinn,Gotta Shape Up,Gotta Shape Up,5ZuWiAsP7uqVMMogkVvjZG
PRETTYMUCH,Summer On You (Remixes),Summer on You,2iQK7NYfuiE8WPTJWt8hcI
Ellie Goulding,Delirium,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2l8w0zZVn4AZNuzrht7MRT
Cali Y El Dandee,Tequila Sunrise,Tequila Sunrise,1sD32hk8V2vR4ME7M0rPT5
La Champions Liga,Primer Tiempo,No Vivo Sin Ti,4bDKelXukyRj9ZnBvnOsIm
Shawn Mendes,Handwritten (Revisited),Act Like You Love Me,5Vndon6qPQalYHfOFiRsQU
Kenny G,The Bodyguard - Original Soundtrack Album,Even If My Heart Would Break,0XyJW5i0GSBrKAzs0c2jr1
Oscu,No Dijeron Nada,No Dijeron Nada,66YgptYp9124vxw9yFsIGn
Grace VanderWaal,Just The Beginning,Burned,4mz7WAJCJz7QbXsFA2WoXK
Forever in Your Mind,Smooth,Missing,0i1cs1ZfyXOV5z5YnmbuzW
Years & Years,Palo Santo,Hypnotised,7eL4SDX6MdpZGst3hK51xm
Bars and Melody,Covers Part II,In the end,7JCiZDQpYAeFATb3iYbBX4
Kendrick Lamar,DAMN.,HUMBLE.,7ujx3NYtwO2LkmKGz59mXp
88GLAM,88GLAM2,Lil Boat,3Zcv9IeYgCvEhxFTfsduaQ
Noah Kahan,Stick Season,Stick Season,0GNVXNz7Jkicfk2mp5OyG5
The Kid LAROI,F*CK LOVE (SAVAGE),NEED YOU MOST (So Sick),75UvJXVZZKA6lMSupSf46d
Joel Corry,Lonely,Lonely,4VhdCS7iCaYM81NZaeA72I
James Arthur,Naked,Naked,7krbSH3rd8lhIZvuzTV3Bl
Morat,Balas Perdidas,Mi Vida Entera,08K2f894fe9zB5Ohd6H1C6
DJ Alex,La Playa,La Playa,0WRHSge90uKgvisLnruav2
WOS,OSCURO ÉXTASIS,GATO NEGRO,5Mn4FEB5vtRI4tbr3MwNnO
Years & Years,Palo Santo,Hallelujah,0qQQJn3GV1Igk3NRwlelqg
La Champions Liga,La Champions Liga,La quiero a ella,305ayg5E2vWAIeIPLR4qJJ
Nibal,"Cuando Amanezca (feat. Danny Ocean, Justin Quiles, Feid)","Cuando Amanezca (feat. Danny Ocean, Justin Quiles, Feid)",0yx82WHSiVRekLwqfxQkvJ
Leebrian,"No Fue (feat. Brray, Feid) [Remix]",No Fue - Remix,3b2STpVG1wHiZJ7u6hvmoR
ROSALÍA,Fucking Money Man,Milionària,2K3bjojp1sCLdMMoO5lJ2p
Miley Cyrus,The Time Of Our Lives,Party In The U.S.A.,3E7dfMvvCLUddWissuqMwr
Manuel Turizo,ADN,Bailemos,1ScD7XQYCKmJ3fdNh71lUE
Riton,Fake ID,Fake ID,5mr06ofu0NYuw3XpiokMct
KAROL G,Ahora Me Llama,Ahora Me Llama,4jhIWuW51XDplWJRfnG7AU
XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh
Major Lazer,Que Calor (with J Balvin & El Alfa),Que Calor (with J Balvin & El Alfa),1sviDBcAqVOxMXq4xITVEs
BØRNS,Dopamine,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ
The Kid LAROI,F*CK LOVE (SAVAGE),"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0DYNL4xbYWgNzppUamtyR4
Conor Maynard,Covers,Stitches,2I8Z8AjStXpjXowdnrwePA
Donel,Bang Like A Drum,Bang Like A Drum,12iXgTwGmrMXypHdsDHRAB
Cristian Castro,Grandes Hits,Lloviendo Estrellas,5b00r2xveYfVIOExZJJ395
ROSALÍA,Con Altura,Con Altura,2qG5sZ7Si6sdK74qLxedYM
Jeremy Zucker,Motions,Idk Love,2mSrVZsSKn2Ye5f0YuAbMh
Brad Paisley,Disney-Pixar All Time Favorites,"Find Yourself - From ""Cars"" / Soundtrack Version",4rboDicecS2D24MN3QpCU7
Ed Sheeran,÷,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT
Serú Girán,Colección Rock Nacional,Seminare,22bHn42Pg4uhIqVrLekPmr
Bars and Melody,Covers,Hello,0glgPvDSfUcrbxgzGtHIKw
Shawn Mendes,Live At Madison Square Garden,Ruin - Live,5YSBqGkDDLAYpqfwhoWkQM
Coro Pascua Joven San Isidro,Alimento que da vida,Jesús mi alegría,21eVFXVzmdYwULapIzZyYn
Lennon Stella,"Love, me",La Di Da,2YyvWje3cEYyqgYhNUIaBJ
The Script,Acoustic Sessions,"Never Seen Anything ""Quite Like You"" - Acoustic",018Idkvf82hi44UZmIXiGB
Khalid,Free Spirit,Outta My Head (with John Mayer),09oZ9eXQ2fo6YDrPzJqAoP
Jacob Sartorius,The Last Text EP,Hit or Miss,3RTH6YuxX4E5z3EHGwmTJm
Maluma,F.A.M.E.,Marinero,6x5LBP3nYXVdIDoomChGr3
Carlos Vives,La Bicicleta,La Bicicleta,43it4kot08akLzFIEMhXNN
Ed Sheeran,÷,Perfect,0tgVpDi06FyKpA1z0VMD4v
Peter Manos,In My Head,In My Head,1tT55K6VEyO6XFDxK4lDQe
Beret,Me vas a ver,Me vas a ver,5BhSZWrUa5xkZ2K7Ze5fVT
NATHY PELUSO,VIVIR ASÍ ES MORIR DE AMOR,VIVIR ASÍ ES MORIR DE AMOR,75HnDKDqsmEzdOKFWe5FZS
Zeballos,Bullshit,Bullshit,6K96QZdOfbzd8Kb36Z3o2t
Kevin Quinn,Carry You,Carry You,49VHovHtsYxWxc5zEPA6XH
Why Don't We,I Don't Belong In This Club,Big Plans,7KhGbxDZmLmIP9COmJz10U
Maluma,F.A.M.E.,Delincuente,7tzPaTQaFqhVEb1PA7ZuBf
Ramz,Barking,Barking,2U5cq89GCnsR1yixKkC8d5
Santa María de la Estrella,Que Todos Seamos Uno,Oración Del Misionero,6lEXOdrXjZ6r8gPeJJBnpK
Maria Becerra,Confiesalo,Confiesalo,1jtkP2Vj67mcBTXJgIOZsW
Jacob Sartorius,Left Me Hangin',No Music,7pmlVAgKLYA851k29hSCXx
John Travolta,Grease,We Go Together - From “Grease” Soundtrack,5YsF5W3vHCT44pyo3t79tD
Mora,Primer Dia de Clases,512,5jzEwSyyymBlf1fa1o39T2
Lenny Tavárez,La Mujer Traiciona,La Mujer Traiciona,2YpupWlGIpbkra73hHc8KW
La Vela Puerca,A Contraluz,Va A Escampar,4MPwBYidOWnwpKlqQYJEzX
Gwen Stefani,Pop Nostalgia,Hollaback Girl,4LGK9qAy3vHmTkxeKr4AA5
Jensi Jenno,Toy Buenisimo,Toy Buenisimo,341B11g1euMFUUI9eP0A7X
Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",2Gq636OOGgxCTqEuzCZhsa
Los Legendarios,Los Legendarios 001,Fiel,7Bk0uXKk1uPT0XuQbpFzvs
Kid Cudi,Pursuit Of Happiness,Pursuit Of Happiness - Extended Steve Aoki Remix,5PX4uS1LqlWEPL69phPVQQ
Jack Stauber,Pop Food,Buttercup,2mlGPkAx4kwF8Df0GlScsC
Grace VanderWaal,Just The Beginning,So Much More Than This,599hlIX8JXS7RNYvQ3EPCQ
Coro Pascua Joven San Isidro,Yo Me Entrego,Salmo 17,27M824b60RQ2X9IVOo0f0Y
Madonna,Medellín (with Maluma),Medellín (with Maluma),3tTV4DYlhkiXRNiiXwIAPf
Ruth B.,Lost Boy,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU
Sebastian Yatra,Ya No Tiene Novio,Ya No Tiene Novio,7uQmJ1jgNzBpATSoWKSPFu
Maluma,Let's Summer (Veraneemos) (feat. Lellê),Let's Summer (Veraneemos) (feat. Lellê),3DEFJfHxQSMl1YUdUUabQT
Los Fabulosos Cadillacs,Vasos Vacíos,Matador - Remasterizado 2008,7d4pdMym8ZBOgf1oVPTiPb
Prince Royce,El Clavo (feat. Maluma),El Clavo (feat. Maluma) - Remix,6bI00brFpeprqCDqKouEJS
Cheat Codes,Only You (with Little Mix),Only You (with Little Mix),54l9GJGQ1UCFKe2tzt1Vxt
Joaco Terán,Madre Tierra,Madre Tierra,5rMnRUIxnYBFBCa6tnFxXh
Maluma,PB.DB. The Mixtape,Me gustas tanto,1xK1fa93nTftgr3ExIzx3W
Romeo Santos,Golden,Sobredosis (feat. Ozuna),1WbXIpiGBJkCiv3hn40iPB
Jack & Jack,A Good Friend Is Nice,No One Compares To You,4cZ3UsiKd1kUQIaq4BFIj2
Rufus Wainwright,Vibrate: The Best Of,Hallelujah,2u6fRGcaBhpI4uNBHpGv0b
Brent Faiyaz,Dead Man Walking,Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk
Holly,Hardwell On Air - Best Of January 2018,Funky Farm,0PZWVuQFFfPYBarVYjUFtw
Khalid,Free Spirit,Better,339Y993TrFyWyO438be0RY
Cosculluela,Solo a Solas (feat. Maluma),Solo a solas (feat. Maluma),4iKuG50iHNBaybQOo11yrN
Nacho,La Criatura,Báilame - Remix,4l3xGFwoTinvYxsePytOOf
Ryn Weaver,The Fool,Pierre,2vpVR1L7Qfkd7D6qFNuorq
Camilo,Por Primera Vez,Por Primera Vez,0gWbAFRcUyZKdfUxEOuOiD
Shawn Mendes,Live At Madison Square Garden,Three Empty Words - Live,6mVY7JgyL2m9A6zbY9rSk4
Bars and Melody,Covers,Faded,4JUxd5HZsaqk31CVyAJdG4
Polimá Westcoast,ULTRA SOLO,ULTRA SOLO,0OTNHGKcqQbk51bOYe462Y
Galantis,The Aviary,Love on Me,3bvjsHQd792zIO4SKFxXKs
Jeremy Zucker,Motions,Heavy,5zEGGvSNvq69CttD8hECQu
Quevedo,Chamaquita,Chamaquita,667CH2wRxXnQOfPD1NrlLJ
Benjamín Amadeo,Vida Lejana,Mi Último Error,0ElQIySW5uquJpL0ljGZDC
FMK,Ahora No (feat. Kodigo),Ahora No (feat. Kodigo),26CBgVxQ7oxdiKWVpfN9xJ
Rusherking,Además de Mí,Además de Mí - Remix,7I8L3vYCLThw2FDrE6LuzE
The Lonely Island,Turtleneck & Chain,I Just Had Sex,5PEleSkK4p4E1sx3x7cOLt
Parroquia Espíritu Santo,Será Siempre un Despertar,Joven Levántate,0pTLhfo79ibGG1kMkwed9b
Nicki Nicole,No Toque Mi Naik,No Toque Mi Naik,0TBbNYzmtCfN5cpZSCVNIz
Conor Maynard,Covers,Pillowtalk,182nWGUIb6i8vwVtq6GLy0
Big One,Perdóname,Perdóname,3qGMeW3gOS3yeJF2nIUy1K
Bruno Mars,Doo-Wops & Hooligans,Liquor Store Blues (feat. Damian Marley),1ewMCmw7qCb5a9ttqiyemu
Khalid,Free Spirit,My Bad,2XKFnwB6djxrJCjR3PdeRb
Charli XCX,Boys,Boys,5o4yGlG0PfeVUa6ClIyOxq
Sebastian Yatra,MANTRA,Quiero Decirte,6PZraXLVqn18HrwCf9fdzH
Becky G,La Respuesta,La Respuesta,2fOjendzUzepHwR9QrVyYF
Jeremy Zucker,brent,you were good to me,4CxFN5zON70B3VOPBYbd6P
Maluma,"Pretty Boy, Dirty Boy",Borro Cassette,6DUdDIRgLqCGq1DwkNWQTN
Galantis,The Aviary,True Feeling,6R1ArLLvqPvS3AHg9YgmrQ
Bad Bunny,YHLQMDLG,Safaera,2DEZmgHKAvm41k4J3R2E9Y
Hillsong en Español,En Esto Creo,Océanos (Donde Mis Pies Pueden Fallar),1SNJTouyG6mRfHYk9Kp3W8
Mariah Angeliq,Perreito,Perreito - Remix,3TTragde5roTvwS2caAQOc
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Mil Tormentas,3GtVYDbNiv0qFqennUmmJu
Ed Maverick,mix pa llorar en tu cuarto,Fuentes de Ortiz,0akyEssGRVHstqCSWXusJL
Rauw Alejandro,Afrodisíaco,Reloj,4loQgPwJHocL3dFwLfjb1J
5 Seconds of Summer,5 Seconds Of Summer,Amnesia,0dIOvducp7ujHTqj66cQ3X
Axel,Aire,Aire,7vhesMGuUU7By3RWmS73wO
James Blunt,Back to Bedlam,Goodbye My Lover,6gxycjJNMgmAyfzUXBN80P
Sebastian Yatra,MANTRA,Devuélveme El Corazón,7etlF1zMxJbiaeQrXYh0PY
Bhavi,Fresko,Fresko,2Zbw0nOYZoKU27sOYbrsv7
Bars and Melody,Covers Part II,Despacito,4qRkGptAiomOEqBHgrOxPS
Bacilos,Grandes Exitos,Caraluna,4XTMj7kd8DHLl0r7ghmEAr
La Champions Liga,La Champions Liga (Esto se va para arriba),Ya no puedo,4vfdMbDq0HPPm6LoQD4OHB
Pibes Chorros,Solo Le Pido a Dios,Solo Le Pido a Dios,27J1Qfp5cxUToY0UUtO93z
Ella Henderson,Chapter One (Deluxe Version),Hard Work,56mPYdML9ctzkSDyT4jD86
Bars and Melody,Generation Z,Scream,3S7nPhTJhOPPheqb6Yfi0t
